Type	DBS1	DBS2	DBS3	DBS4	DBS5	DBS6	DBS7	DBS8	DBS9	DBS10	DBS11	DBS12	DBS13	DBS14	DBS15	DBS16	DBS17	DBS18	DBS19	DBS20	DBS21	DBS22
TG>GC	8.959706712101483e-05	0.000274285307277	0.0004964066259785	0.0006057708323528	0.0002908964531382	0.0056040233403257	0.0038766994553891	0.0035380878646329	0.0039180951419358	7.371232990516076e-18	0.0061475402078165	0.0019393936297392	0.0021955442182572	0.0030408483225623	0.0006511740883349	0.0014041899481381	0.0074825245633694	0.0008332449869495	0.0013666139443583	0.0005206940093827	0.00196614	0.00171606
TG>GT	0.0019153847346833	0.0064537621505882	0.0102670460435306	3.238017029610315e-05	0.082387372927338	0.0274196854150571	0.0087025898834812	0.0078557548180083	0.0033469145164282	0.0021587406862781	0.0052635802173292	0.0055241285652184	0.0191722039070418	0.0325620821714946	0.0057937790666907	0.0289522603975709	0.003240315918741	0.0031105186306939	0.0095687775864938	0.0052686483362774	0.12713425	0.01585037
TT>AA	0.0055468792407569	0.0043559623375226	0.0032169041891988	1.8085187955414416e-05	0.0049124052309722	0.000193571838207	0.2353272032997986	0.0035860993846681	0.0003424735168778	0.0144571490093965	0.0048022222047245	0.0042749805775349	0.0132222517739734	0.1939701705941316	0.0082981850727427	0.0335548743767567	0.0002124932431775	0.0273690872593256	0.0530794906201845	0.0629846078506843	0.05101144	0.01325403
TT>AC	0.0007274594897629	0.0003486791174804	0.0024276637918102	6.631235583651951e-07	0.0009645091351498	0.0001283790579728	0.04005569422132	1.13232786537643e-17	0.0066887708934823	7.387781698808393e-18	0.0010470252449353	0.0004094889025508	0.0014765949242901	0.0124274535497787	0.0037396184093814	0.0086656201815601	0.0120132859031563	0.017555364019749	0.0096586629929027	0.0106007370913914	0.00100347	0.00256931
TT>AG	0.000422330404115	0.0002172932959046	0.0228779809244189	7.033128649327828e-18	0.0008916217533675	0.0021262859816589	0.0539750475775257	0.0146248751509262	0.0009219660300076	0.0069394320828312	0.001278578604762	0.0030436901590564	0.0058083130725817	0.0068037813094548	0.0002648582905846	0.0306741054958688	0.0064217858622741	0.0080855193809696	0.0094459377865913	0.0156410737509205	0.00287794	0.00331044
TT>CA	0.0007325110182054	4.2135777643963396e-18	0.0006933322379575	7.033128649327828e-18	1.048466324237299e-17	8.322823944752187e-18	0.0978360325795607	0.00630071615556	9.072026382369774e-18	0.001286187868723	0.0020336450904682	0.0032857020115974	0.0038190970650126	0.0074712817960495	0.0026810931351938	0.0895803018810393	0.0139400709234222	0.0170536739375151	0.0221384651665485	0.0006439382588085	0.000429	0.00614558
TT>CC	0.0054761538021472	3.0111419035734023e-06	0.0081521535732454	7.033128649327828e-18	0.0007718070159911	8.322823944752187e-18	0.0354492892756673	0.0002945004407033	0.0051822910892309	0.0028714891721026	0.0040270202502762	1.873835634646234e-07	1.0529271305778982e-06	0.3744761879947413	0.0137797726951787	1.922270663970013e-06	3.811645947369637e-06	2.130604744729744e-07	0.0341075237469322	0.0027694953856734	0.01048319	0.00366702
TT>CG	8.464668735881176e-05	1.535884460883078e-05	0.0317694228952592	7.284311815375249e-18	1.048466324237299e-17	1.1230798576051145e-05	0.0026737172982426	0.0001161978822488	1.9892150871641367e-05	0.0085546444305759	1.0027964831787577e-17	0.0016671764821718	0.0008591494298295	3.361603932597678e-05	0.0027090378119601	0.0111659376578386	0.0063928323990449	0.003844449131359	0.003719408828168	0.0009907446047075	0.00172696	0.00091344
TT>GA	0.00187927060108	4.8400569523881205e-05	0.0122881729595125	7.033128649327828e-18	2.9856326756852607e-05	8.322823944752187e-18	0.0436607069617135	0.0036361843504798	9.212677954189461e-18	0.0086643195892503	0.000711776083711	0.0004409125281111	0.0028347174962108	0.015897678308971	0.0008005564888183	0.0081463648160899	0.0086892136685975	0.0013639930575312	0.016492503143108	0.001354829451276	0.06135558	0.00461082
TT>GC	0.0010709816057188	1.5560934669473289e-06	0.0664360567812538	7.033128649327828e-18	5.65173275731725e-05	4.101246980004391e-07	0.0036751095035017	0.0002864869664206	3.57656854055774e-05	0.0257237553804582	5.819441438527329e-06	0.0065166880226633	0.0007572120445612	0.0063899738682161	0.0105271981152756	0.0132832787468961	0.0182300563697628	0.0027145914452333	0.0096991822709523	0.0027243943778176	0.00015377	0.00142606
TT>GG	0.0016266800375037	4.2135777643963396e-18	0.1708355754370467	7.033128649327828e-18	1.048466324237299e-17	8.322823944752187e-18	9.056507003074606e-18	0.000538916917655	9.06197984152551e-18	0.0844496937160171	7.390086532662732e-18	2.930359981840387e-07	2.3264675647054516e-06	0.1760575558922577	1.436150504072382e-05	0.0002743420639581	4.764557434212048e-06	3.979808862797069e-07	0.0106280280184628	0.0001898423747208	2.6e-07	0.00140412
